Metropolitan Statistical Area,,Population,"Violent
crime","Murder and
nonnegligent
manslaughter",Rape1,Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft"
,,89.8%," 4,923 ", 90 , 872 ," 1,438 "," 2,523 "," 40,924 "," 6,551 "," 31,014 "," 3,359 "
,,100.0%," 5,264 ", 92 , 931 ," 1,486 "," 2,755 "," 43,841 "," 7,067 "," 33,240 "," 3,534 "
,,,237.4,4.1,42.0,67.0,124.2,"1,976.9",318.7,"1,498.9",159.4
"Clarksville, TN-KY M.S.A.",,"309,897", ,,,,, ,,,
,,,,,,,,,,,
,,"159,996", 926 , 14 , 103 , 116 , 693 ," 4,467 ", 543 ," 3,457 ", 467 
,,100.0%," 1,201 ", 21 , 150 , 151 , 879 ," 7,005 "," 1,145 "," 5,176 ", 684 
,,,387.5,6.8,48.4,48.7,283.6,"2,260.4",369.5,"1,670.2",220.7
"Cleveland, TN M.S.A.",,"124,685", ,,,,, ,,,
,,,,,,,,,,,
,,"45,453", 464 , 2 , 35 , 42 , 385 ," 2,403 ", 371 ," 1,845 ", 187 
,,100.0%, 698 , 3 , 52 , 57 , 586 ," 3,564 ", 626 ," 2,577 ", 361 
,,,559.8,2.4,41.7,45.7,470.0,"2,858.4",502.1,"2,066.8",289.5
"Cleveland-Elyria, OH M.S.A.2, 3",,"2,051,044",,,,,,,,,
,,, ,,,,,,,,
,,"381,829"," 5,791 ", 92 , 479 ," 1,895 "," 3,325 "," 17,057 "," 4,311 "," 9,968 "," 2,778 "
,,"53,806", 137 , 4 , 35 , 37 , 61 , 921 , 207 , 665 , 49 
,,86.8%," 7,897 ", 119 , 748 ," 2,387 "," 4,643 "," 33,474 "," 6,909 "," 22,694 "," 3,871 "
,,100.0%," 8,271 ", 122 , 841 ," 2,472 "," 4,836 "," 37,974 "," 7,473 "," 26,422 "," 4,079 "
,,,403.3,5.9,41.0,120.5,235.8,"1,851.4",364.4,"1,288.2",198.9
"Coeur d'Alene, ID M.S.A.",,"165,319",,,,,,,,,
,,, ,,,,,,,,
,,"52,256", 132 , 0 , 38 , 8 , 86 , 712 , 83 , 579 , 50 
,,100.0%, 362 , 1 , 68 , 16 , 277 ," 2,099 ", 338 ," 1,627 ", 134 
,,,219.0,0.6,41.1,9.7,167.6,"1,269.7",204.5,984.2,81.1
"College Station-Bryan, TX M.S.A.3",,"265,223",,,,,,,,,
,,, ,,,,,,,,
,,"119,246", 225 , 1 , 48 , 43 , 133 ," 2,098 ", 391 ," 1,529 ", 178 
,,"86,632", 370 , 2 , 90 , 57 , 221 ," 1,928 ", 336 ," 1,444 ", 148 
,,99.4%, 693 , 5 , 164 , 111 , 413 ," 5,204 ", 999 ," 3,798 ", 407 
,,100.0%, 696 , 5 , 164 , 111 , 416 ," 5,228 "," 1,004 "," 3,814 ", 410 
,,,262.4,1.9,61.8,41.9,156.8,"1,971.2",378.5,"1,438.0",154.6
"Colorado Springs, CO M.S.A.",,"747,633", ,,,,, ,,,
,,,,,,,,,,,
,,"479,648"," 2,806 ", 23 , 431 , 485 ," 1,867 "," 17,587 "," 2,400 "," 12,095 "," 3,092 "
,,98.5%," 3,464 ", 33 , 579 , 550 ," 2,302 "," 20,970 "," 2,945 "," 14,380 "," 3,645 "
,,100.0%," 3,482 ", 33 , 582 , 554 ," 2,313 "," 21,290 "," 2,972 "," 14,645 "," 3,673 "
,,,465.7,4.4,77.8,74.1,309.4,"2,847.7",397.5,"1,958.8",491.3
"Columbia, MO M.S.A.3",,"209,738", ,,,,, ,,,
,,,,,,,,,,,
,,"125,017", 401 , 11 , 69 , 74 , 247 ," 3,243 ", 499 ," 2,431 ", 313 
,,99.2%, 566 , 14 , 100 , 85 , 367 ," 4,552 ", 708 ," 3,390 ", 454 
,,100.0%, 570 , 14 , 101 , 85 , 370 ," 4,577 ", 714 ," 3,406 ", 457 
,,,271.8,6.7,48.2,40.5,176.4,"2,182.2",340.4,"1,623.9",217.9
"Columbia, SC M.S.A.",,"841,451", ,,,,, ,,,
,,,,,,,,,,,
,,"133,790"," 1,037 ", 29 , 88 , 220 , 700 ," 7,027 ", 916 ," 5,216 ", 895 
,,100.0%," 4,909 ", 71 , 412 , 696 ," 3,730 "," 28,376 "," 4,480 "," 20,448 "," 3,448 "
,,,583.4,8.4,49.0,82.7,443.3,"3,372.3",532.4,"2,430.1",409.8
"Columbus, IN M.S.A.3",,"83,691", ,,,,, ,,,
,,,,,,,,,,,
,,"47,991", 67 , 0 , 40 , 17 , 10 ," 1,439 ", 130 ," 1,254 ", 55 
,,100.0%, 122 , 0 , 58 , 19 , 45 ," 1,864 ", 208 ," 1,559 ", 97 
,,,145.8,0.0,69.3,22.7,53.8,"2,227.2",248.5,"1,862.8",115.9
"Columbus, OH M.S.A.",,"2,129,346", ,,,,, ,,,
,,,,,,,,,,,
,,"906,120"," 4,561 ", 81 , 882 ," 1,810 "," 1,788 "," 29,974 "," 5,809 "," 20,606 "," 3,559 "
,,93.5%," 5,889 ", 112 ," 1,284 "," 2,088 "," 2,405 "," 48,501 "," 8,551 "," 35,380 "," 4,570 "
,,100.0%," 6,100 ", 113 ," 1,327 "," 2,127 "," 2,533 "," 50,897 "," 8,890 "," 37,326 "," 4,681 "
,,,286.5,5.3,62.3,99.9,119.0,"2,390.3",417.5,"1,752.9",219.8
"Corpus Christi, TX M.S.A.3",,"429,610", ,,,,, ,,,
,,,,,,,,,,,
,,"329,320"," 2,616 ", 31 , 266 , 496 ," 1,823 "," 11,347 "," 1,961 "," 8,494 ", 892 
,,99.9%," 3,165 ", 35 , 313 , 536 ," 2,281 "," 13,605 "," 2,443 "," 10,112 "," 1,050 "
,,100.0%," 3,166 ", 35 , 313 , 536 ," 2,282 "," 13,613 "," 2,445 "," 10,117 "," 1,051 "
,,,736.9,8.1,72.9,124.8,531.2,"3,168.7",569.1,"2,354.9",244.6
"Crestview-Fort Walton Beach-Destin, FL M.S.A.",,"282,526",,,,,,,,,
,,,,,,,,,,,
,,"25,152", 96 , 3 , 11 , 20 , 62 , 644 , 107 , 478 , 59 
,,"22,645", 68 , 2 , 18 , 1 , 47 , 475 , 59 , 372 , 44 
,,99.7%, 882 , 13 , 131 , 64 , 674 ," 4,699 ", 631 ," 3,680 ", 388 
,,100.0%, 885 , 13 , 131 , 65 , 676 ," 4,718 ", 635 ," 3,694 ", 389 
,,,313.2,4.6,46.4,23.0,239.3,"1,669.9",224.8,"1,307.5",137.7
"Cumberland, MD-WV M.S.A.",,"96,806", ,,,,, ,,,
,,,,,,,,,,,
,,"19,321", 151 , 0 , 9 , 33 , 109 , 869 , 216 , 627 , 26 
,,98.5%, 262 , 0 , 27 , 44 , 191 ," 1,729 ", 374 ," 1,284 ", 71 
,,100.0%, 266 , 0 , 27 , 44 , 195 ," 1,762 ", 381 ," 1,307 ", 74 
,,,274.8,0.0,27.9,45.5,201.4,"1,820.1",393.6,"1,350.1",76.4
"Danville, IL M.S.A.",,"75,878", ,,,,, ,,,
,,,,,,,,,,,
,,"30,642", 536 , 7 , 50 , 65 , 414 ," 1,370 ", 341 , 957 , 72 
,,100.0%, 710 , 7 , 92 , 74 , 537 ," 2,161 ", 602 ," 1,453 ", 106 
,,,935.7,9.2,121.2,97.5,707.7,"2,848.0",793.4,"1,914.9",139.7
"Davenport-Moline-Rock Island, IA-IL M.S.A.",,"379,899",,,,,,,,,
,,,,,,,,,,,
,,"102,392", 609 , 2 , 84 , 124 , 399 ," 3,918 ", 745 ," 2,830 ", 343 
,,"41,701", 219 , 1 , 36 , 26 , 156 , 978 , 190 , 727 , 61 
,,"37,517", 139 , 1 , 14 , 29 , 95 , 878 , 166 , 599 , 113 
,,96.7%," 1,367 ", 8 , 208 , 208 , 943 ," 8,152 "," 1,566 "," 5,919 ", 667 
,,100.0%," 1,392 ", 8 , 212 , 211 , 961 ," 8,353 "," 1,596 "," 6,074 ", 683 
,,,366.4,2.1,55.8,55.5,253.0,"2,198.7",420.1,"1,598.8",179.8
"Dayton-Kettering, OH M.S.A.3",,"805,963", ,,,,, ,,,
,,,,,,,,,,,
,,"140,427"," 1,351 ", 48 , 200 , 347 , 756 ," 5,673 "," 1,533 "," 3,393 ", 747 
,,"54,974", 56 , 1 , 27 , 13 , 15 , 794 , 139 , 604 , 51 
,,93.7%," 2,551 ", 60 , 487 , 623 ," 1,381 "," 16,890 "," 3,287 "," 12,128 "," 1,475 "
,,100.0%," 2,647 ", 60 , 530 , 641 ," 1,416 "," 18,206 "," 3,477 "," 13,211 "," 1,518 "
,,,328.4,7.4,65.8,79.5,175.7,"2,258.9",431.4,"1,639.2",188.3
"Decatur, IL M.S.A.",,"103,506", ,,,,, ,,,
,,,,,,,,,,,
,,"70,710", 375 , 11 , 52 , 65 , 247 ," 1,954 ", 442 ," 1,339 ", 173 
,,100.0%, 434 , 11 , 64 , 71 , 288 ," 2,382 ", 520 ," 1,671 ", 191 
,, ,419.3,10.6,61.8,68.6,278.2,"2,301.3",502.4,"1,614.4",184.5
"Deltona-Daytona Beach-Ormond Beach, FL M.S.A.",,"664,033",,,,,,,,,
,,,,,,,,,,,
,,"69,834", 794 , 13 , 18 , 109 , 654 ," 2,833 ", 380 ," 2,213 ", 240 
,,"44,005", 133 , 1 , 13 , 15 , 104 ," 1,119 ", 158 , 894 , 67 
,,"34,468", 198 , 4 , 1 , 26 , 167 ," 1,126 ", 182 , 873 , 71 
,,100.0%," 2,120 ", 28 , 136 , 289 ," 1,667 "," 11,988 "," 1,879 "," 9,180 ", 929 
,,,319.3,4.2,20.5,43.5,251.0,"1,805.3",283.0,"1,382.5",139.9
"Detroit-Warren-Dearborn, MI M.S.A.",,"4,320,314",,,,,,,,,
,,,,,,,,,,,
,,"663,502"," 13,040 ", 275 , 952 ," 2,346 "," 9,467 "," 28,550 "," 6,820 "," 14,844 "," 6,886 "
,,"134,653", 648 , 8 , 89 , 83 , 468 ," 2,465 ", 569 ," 1,540 ", 356 
,,"93,902", 305 , 4 , 36 , 56 , 209 ," 2,104 ", 201 ," 1,637 ", 266 
,,"93,644", 167 , 0 , 22 , 18 , 127 ," 1,411 ", 126 ," 1,173 ", 112 
,,"84,688", 67 , 2 , 10 , 8 , 47 ," 1,042 ", 70 , 918 , 54 
,,"81,262", 87 , 0 , 17 , 7 , 63 , 759 , 145 , 547 , 67 
,,"73,335", 200 , 1 , 33 , 45 , 121 ," 1,508 ", 358 , 898 , 252 
,,"60,923", 378 , 1 , 35 , 41 , 301 ," 1,386 ", 242 , 998 , 146 
,,"59,791", 769 , 10 , 66 , 108 , 585 ," 1,300 ", 315 , 875 , 110 
,,"61,699", 48 , 1 , 8 , 2 , 37 , 514 , 21 , 466 , 27 
,,100.0%," 22,332 ", 363 ," 2,443 "," 3,481 "," 16,045 "," 72,684 "," 13,451 "," 47,916 "," 11,317 "
,,,516.9,8.4,56.5,80.6,371.4,"1,682.4",311.3,"1,109.1",261.9
"Detroit-Dearborn-Livonia, MI M.D.",,"1,741,965",,,,,,,,,
,,,,,,,,,,,
,,100.0%," 17,147 ", 313 ," 1,499 "," 2,891 "," 12,444 "," 46,878 "," 9,438 "," 28,410 "," 9,030 "
,,,984.3,18.0,86.1,166.0,714.4,"2,691.1",541.8,"1,630.9",518.4
"Warren-Troy-Farmington Hills, MI M.D.",,"2,578,349",,,,,,,,,
,,,,,,,,,,,
,,100.0%," 5,185 ", 50 , 944 , 590 ," 3,601 "," 25,806 "," 4,013 "," 19,506 "," 2,287 "
,,,201.1,1.9,36.6,22.9,139.7,"1,000.9",155.6,756.5,88.7
"Dover, DE M.S.A.",,"180,168", ,,,,, ,,,
,,,,,,,,,,,
,,"38,361", 334 , 4 , 13 , 49 , 268 ," 2,057 ", 82 ," 1,886 ", 89 
,,100.0%, 770 , 6 , 71 , 97 , 596 ," 4,019 ", 430 ," 3,380 ", 209 
,,,427.4,3.3,39.4,53.8,330.8,"2,230.7",238.7,"1,876.0",116.0
"Dubuque, IA M.S.A.",,"96,742", ,,,,, ,,,
,,,,,,,,,,,
,,"57,973", 110 , 0 , 34 , 9 , 67 , 949 , 138 , 747 , 64 
,,100.0%, 130 , 1 , 42 , 9 , 78 ," 1,103 ", 180 , 842 , 81 
,,,134.4,1.0,43.4,9.3,80.6,"1,140.1",186.1,870.4,83.7
"Duluth, MN-WI M.S.A.3",,"288,792", ,,,,, ,,,
,,,,,,,,,,,
,,"85,846", 292 , 2 , 37 , 69 , 184 ," 3,670 ", 481 ," 2,977 ", 212 
,,100.0%, 604 , 4 , 126 , 80 , 394 ," 7,697 "," 1,100 "," 6,131 ", 466 
,,,209.1,1.4,43.6,27.7,136.4,"2,665.2",380.9,"2,123.0",161.4
"Durham-Chapel Hill, NC M.S.A.3",,"644,500", ,,,,, ,,,
,,,,,,,,,,,
,,"280,282"," 2,046 ", 37 , 121 , 626 ," 1,262 "," 10,672 "," 1,972 "," 7,942 ", 758 
,,"61,457", 58 , 0 , 10 , 17 , 31 , 926 , 184 , 706 , 36 
,,96.7%," 2,752 ", 46 , 194 , 730 ," 1,782 "," 15,906 "," 3,044 "," 11,836 "," 1,026 "
,,100.0%," 2,830 ", 47 , 203 , 744 ," 1,836 "," 16,639 "," 3,183 "," 12,392 "," 1,064 "
,,,439.1,7.3,31.5,115.4,284.9,"2,581.7",493.9,"1,922.7",165.1
"East Stroudsburg, PA M.S.A.",,"169,228", ,,,,, ,,,
,,, ,,,,,,,,
,,100.0%, 400 , 4 , 64 , 28 , 304 ," 2,551 ", 379 ," 2,089 ", 83 
,,,236.4,2.4,37.8,16.5,179.6,"1,507.4",224.0,"1,234.4",49.0
"Eau Claire, WI M.S.A.3",,"169,360", ,,,,, ,,,
,,,,,,,,,,,
,,"69,195", 191 , 0 , 58 , 22 , 111 ," 1,634 ", 252 ," 1,317 ", 65 
,,100.0%, 363 , 5 , 118 , 26 , 214 ," 2,600 ", 423 ," 2,046 ", 131 
,,,214.3,3.0,69.7,15.4,126.4,"1,535.2",249.8,"1,208.1",77.4
"El Centro, CA M.S.A.",,"181,194", ,,,,, ,,,
,,,,,,,,,,,
,,"44,303", 143 , 3 , 9 , 41 , 90 ," 1,184 ", 228 , 861 , 95 
,,94.7%, 589 , 7 , 28 , 80 , 474 ," 3,476 ", 769 ," 2,236 ", 471 
,,100.0%, 615 , 7 , 30 , 83 , 495 ," 3,619 ", 806 ," 2,325 ", 488 
,,,339.4,3.9,16.6,45.8,273.2,"1,997.3",444.8,"1,283.2",269.3
"Elizabethtown-Fort Knox, KY M.S.A.",,"153,255", ,,,,, ,,,
,,,,,,,,,,,
,,"30,383", 49 , 3 , 13 , 15 , 18 , 452 , 140 , 239 , 73 
,,100.0%, 153 , 6 , 33 , 39 , 75 ," 1,738 ", 472 ," 1,045 ", 221 
,,,99.8,3.9,21.5,25.4,48.9,"1,134.1",308.0,681.9,144.2
"Elmira, NY M.S.A.",,"83,232", ,,,,, ,,,
,,,,,,,,,,,
,,"26,958", 83 , 1 , 0 , 40 , 42 , 831 , 172 , 643 , 16 
,,100.0%, 178 , 1 , 19 , 45 , 113 ," 1,445 ", 238 ," 1,174 ", 33 
,,,213.9,1.2,22.8,54.1,135.8,"1,736.1",285.9,"1,410.5",39.6
"El Paso, TX M.S.A.3",,"845,194", ,,,,, ,,,
,,,,,,,,,,,
,,"686,793"," 2,422 ", 40 , 310 , 338 ," 1,734 "," 10,378 "," 1,048 "," 8,479 ", 851 
,,100.0%," 2,816 ", 41 , 369 , 363 ," 2,043 "," 11,967 "," 1,296 "," 9,661 "," 1,010 "
,,,333.2,4.9,43.7,42.9,241.7,"1,415.9",153.3,"1,143.1",119.5
"Enid, OK M.S.A.",,"60,773", ,,,,, ,,,
,,,,,,,,,,,
,,"49,598", 204 , 1 , 44 , 9 , 150 ," 1,625 ", 364 ," 1,148 ", 113 
,,100.0%, 225 , 1 , 47 , 9 , 168 ," 1,812 ", 411 ," 1,275 ", 126 
,,,370.2,1.6,77.3,14.8,276.4,"2,981.6",676.3,"2,098.0",207.3
"Erie, PA M.S.A.",,"270,606", ,,,,, ,,,
,,,,,,,,,,,
,,"95,834", 476 , 9 , 54 , 93 , 320 ," 1,817 ", 342 ," 1,379 ", 96 
,,99.5%, 807 , 9 , 118 , 115 , 565 ," 4,311 ", 644 ," 3,518 ", 149 
,,100.0%, 809 , 9 , 118 , 115 , 567 ," 4,322 ", 645 ," 3,527 ", 150 
,,,299.0,3.3,43.6,42.5,209.5,"1,597.2",238.4,"1,303.4",55.4
"Eugene-Springfield, OR M.S.A.4",,"381,434", ,,,,, ,,,
,,,,,,,,,,,
,,"173,183", 675 , 2 , 123 , 180 , 370 ," 6,184 ", 964 ," 4,614 ", 606 
,,"63,438", 190 , 1 , 34 , 32 , 123 ," 1,978 ", 169 ," 1,640 ", 169 
,,99.1%,,, 180 , 225 , 773 ," 10,372 "," 1,493 "," 7,880 ", 999 
,,100.0%,,, 181 , 225 , 777 ," 10,440 "," 1,499 "," 7,938 "," 1,003 "
,,,,,47.5,59.0,203.7,"2,737.0",393.0,"2,081.1",263.0
"Evansville, IN-KY M.S.A.",,"315,399", ,,,,, ,,,
,,,, ,,,,,,,
,,"117,700", 721 , 11 , 90 , 153 , 467 ," 4,917 ", 588 ," 3,926 ", 403 
,,91.9%, 990 , 17 , 130 , 172 , 671 ," 6,954 ", 912 ," 5,455 ", 587 
,,100.0%," 1,032 ", 17 , 133 , 176 , 706 ," 7,199 ", 953 ," 5,639 ", 607 
,,,327.2,5.4,42.2,55.8,223.8,"2,282.5",302.2,"1,787.9",192.5
"Fairbanks, AK M.S.A.",,"33,604", ,,,,, ,,,
,,,, ,,,,,,,
,,"31,493", 247 , 3 , 33 , 52 , 159 ," 1,353 ", 163 ," 1,006 ", 184 
,,100.0%, 267 , 3 , 39 , 52 , 173 ," 1,491 ", 178 ," 1,117 ", 196 
,,,794.5,8.9,116.1,154.7,514.8,"4,437.0",529.7,"3,324.0",583.3
"Fargo, ND-MN M.S.A.",,"247,762", ,,,,, ,,,
,,,,,,,,,,,
,,"127,423", 574 , 5 , 111 , 78 , 380 ," 3,978 ", 830 ," 2,757 ", 391 
,,100.0%, 735 , 5 , 153 , 105 , 472 ," 5,794 "," 1,164 "," 4,066 ", 564 
,,,296.7,2.0,61.8,42.4,190.5,"2,338.5",469.8,"1,641.1",227.6
"Flagstaff, AZ M.S.A.",,"144,001", ,,,,, ,,,
,,,,,,,,,,,
,,"75,013", 367 , 1 , 42 , 43 , 281 ," 2,371 ", 140 ," 2,169 ", 62 
,,100.0%, 664 , 8 , 78 , 55 , 523 ," 3,527 ", 284 ," 3,118 ", 125 
,,,461.1,5.6,54.2,38.2,363.2,"2,449.3",197.2,"2,165.3",86.8
"Flint, MI M.S.A.4",,"403,666", ,,,,, ,,,
,,,,,,,,,,,
,,"95,212"," 1,284 ", 23 , 64 , 78 ," 1,119 "," 1,986 ", 559 ," 1,220 ", 207 
,,100.0%," 2,340 ", 30 , 259 , 177 ," 1,874 ",,," 4,624 ", 600 
,,,579.7,7.4,64.2,43.8,464.2,,,"1,145.5",148.6
"Florence, SC M.S.A.",,"204,992", ,,,,, ,,,
,,,,,,,,,,,
,,"37,640", 447 , 7 , 29 , 58 , 353 ," 2,496 ", 388 ," 1,909 ", 199 
,,98.8%," 1,678 ", 34 , 140 , 220 ," 1,284 "," 8,235 "," 1,927 "," 5,665 ", 643 
,,100.0%," 1,688 ", 34 , 141 , 221 ," 1,292 "," 8,321 "," 1,945 "," 5,728 ", 648 
,,,823.4,16.6,68.8,107.8,630.3,"4,059.2",948.8,"2,794.3",316.1
"Fond du Lac, WI M.S.A.",,"103,125", ,,,,, ,,,
,,,,,,,,,,,
,,"42,954", 134 , 0 , 28 , 14 , 92 , 797 , 59 , 697 , 41 
,,100.0%, 182 , 0 , 50 , 15 , 117 ," 1,131 ", 178 , 898 , 55 
,,,176.5,0.0,48.5,14.5,113.5,"1,096.7",172.6,870.8,53.3
"Fort Collins, CO M.S.A.",,"355,815",,,,,,,,,
,,, ,,,,,,,,
,,"170,889", 371 , 1 , 41 , 36 , 293 ," 3,713 ", 350 ," 3,135 ", 228 
,,100.0%, 833 , 3 , 124 , 63 , 643 ," 6,683 ", 691 ," 5,533 ", 459 
,,,234.1,0.8,34.8,17.7,180.7,"1,878.2",194.2,"1,555.0",129.0
"Fort Smith, AR-OK M.S.A.",,"249,623", , ,,,, ,,,
,,,,,,,,,,,
,,"88,041", 863 , 4 , 97 , 90 , 672 ," 5,127 ", 812 ," 3,929 ", 386 
,,99.6%," 1,457 ", 8 , 206 , 106 ," 1,137 "," 7,925 "," 1,501 "," 5,815 ", 609 
,,100.0%," 1,462 ", 8 , 207 , 106 ," 1,141 "," 7,944 "," 1,506 "," 5,828 ", 610 
,,,585.7,3.2,82.9,42.5,457.1,"3,182.4",603.3,"2,334.7",244.4
"Fort Wayne, IN M.S.A.",,"412,827", ,,,,, ,,,
,,,,,,,,,,,
,,"269,366", 974 , 26 , 145 , 357 , 446 ," 7,437 ", 990 ," 5,879 ", 568 
,,94.4%," 1,227 ", 30 , 195 , 401 , 601 ," 8,580 "," 1,167 "," 6,714 ", 699 
,,100.0%," 1,259 ", 30 , 196 , 403 , 630 ," 8,726 "," 1,200 "," 6,811 ", 715 
,,,305.0,7.3,47.5,97.6,152.6,"2,113.7",290.7,"1,649.8",173.2
"Gainesville, FL M.S.A.",,"329,709", ,,,,, ,,,
,,,,,,,,,,,
,,"135,085", 928 , 2 , 153 , 185 , 588 ," 4,712 ", 501 ," 3,803 ", 408 
,,100.0%," 2,282 ", 7 , 309 , 297 ," 1,669 "," 8,091 "," 1,345 "," 6,054 ", 692 
,,,692.1,2.1,93.7,90.1,506.2,"2,454.0",407.9,"1,836.2",209.9
"Glens Falls, NY M.S.A.",,"124,339", ,,,,, ,,,
,,,,,,,,,,,
,,"14,306", 28 , 0 , 8 , 1 , 19 , 100 , 18 , 80 , 2 
,,98.0%, 156 , 0 , 94 , 6 , 56 , 885 , 123 , 728 , 34 
,,100.0%, 158 , 0 , 94 , 6 , 58 , 906 , 126 , 745 , 35 
,,,127.1,0.0,75.6,4.8,46.6,728.7,101.3,599.2,28.1
"Goldsboro, NC M.S.A.3",,"123,222", ,,,,, ,,,
,,,,,,,,,,,
,,"34,085", 267 , 2 , 7 , 50 , 208 ," 1,985 ", 380 ," 1,506 ", 99 
,,97.7%, 501 , 4 , 10 , 82 , 405 ," 3,298 ", 865 ," 2,180 ", 253 
,,100.0%, 511 , 4 , 11 , 82 , 414 ," 3,376 ", 887 ," 2,229 ", 260 
,,,414.7,3.2,8.9,66.5,336.0,"2,739.8",719.8,"1,808.9",211.0
"Grand Forks, ND-MN M.S.A.3",,"101,736", ,,,,, ,,,
,,,,,,,,,,,
,,"57,459", 166 , 0 , 25 , 23 , 118 ," 1,422 ", 218 ," 1,101 ", 103 
,,100.0%, 255 , 1 , 42 , 24 , 188 ," 2,080 ", 336 ," 1,594 ", 150 
,,,250.6,1.0,41.3,23.6,184.8,"2,044.5",330.3,"1,566.8",147.4
"Grand Island, NE M.S.A.",,"75,855", ,,,,, ,,,
,,,,,,,,,,,
,,"51,821", 236 , 1 , 55 , 14 , 166 ," 1,323 ", 189 ," 1,034 ", 100 
,,100.0%, 285 , 1 , 60 , 15 , 209 ," 1,456 ", 224 ," 1,118 ", 114 
,,,375.7,1.3,79.1,19.8,275.5,"1,919.5",295.3,"1,473.9",150.3
"Grand Junction, CO M.S.A.",,"153,429", ,,,,, ,,,
,,,,,,,,,,,
,,"63,949", 235 , 3 , 43 , 30 , 159 ," 2,463 ", 278 ," 2,034 ", 151 
,,99.2%, 427 , 9 , 85 , 49 , 284 ," 3,764 ", 555 ," 2,932 ", 277 
,,100.0%, 435 , 9 , 85 , 50 , 291 ," 3,893 ", 562 ," 3,049 ", 282 
,,,283.5,5.9,55.4,32.6,189.7,"2,537.3",366.3,"1,987.2",183.8
"Grand Rapids-Kentwood, MI M.S.A.4",,"1,079,969", ,,,,, ,,,
,,,,,,,,,,,
,,"201,799"," 1,286 ", 8 , 144 , 274 , 860 ," 3,850 ", 595 ," 2,754 ", 501 
,,"52,274", 162 , 0 , 23 , 20 , 119 ," 1,111 ", 170 , 850 , 91 
,,99.9%," 3,469 ", 24 , 857 , 446 ," 2,142 ",,," 10,937 "," 1,248 "
,,100.0%," 3,472 ", 24 , 857 , 446 ," 2,145 ",,," 10,952 "," 1,249 "
,,,321.5,2.2,79.4,41.3,198.6,,,"1,014.1",115.7
"Grants Pass, OR M.S.A.",,"87,564", ,,,,, ,,,
,,,,,,,,,,,
,,"38,475", 121 , 0 , 24 , 21 , 76 ," 1,235 ", 151 , 958 , 126 
,,100.0%, 209 , 0 , 37 , 24 , 148 ," 1,643 ", 229 ," 1,114 ", 300 
,,,238.7,0.0,42.3,27.4,169.0,"1,876.3",261.5,"1,272.2",342.6
"Great Falls, MT M.S.A.4",,"81,418", ,,,,, ,,,
,,,,,,,,,,,
,,"58,637", 302 , 0 , 39 , 18 , 245 ," 3,405 ", 318 ," 2,826 ", 261 
,,100.0%,,, 43 , 21 , 314 ," 3,653 ", 375 ," 2,983 ", 295 
,,,,,52.8,25.8,385.7,"4,486.7",460.6,"3,663.8",362.3
"Greeley, CO M.S.A.3",,"321,385", ,,,,, ,,,
,,,,,,,,,,,
,,"109,255", 386 , 2 , 71 , 67 , 246 ," 2,542 ", 338 ," 1,898 ", 306 
,,94.7%, 660 , 5 , 154 , 87 , 414 ," 4,767 ", 654 ," 3,509 ", 604 
,,100.0%, 694 , 5 , 158 , 93 , 438 ," 5,246 ", 701 ," 3,894 ", 651 
,,,215.9,1.6,49.2,28.9,136.3,"1,632.3",218.1,"1,211.6",202.6
"Green Bay, WI M.S.A.",,"323,107", ,,,,, ,,,
,,,, ,,,,,,,
,,"104,992", 529 , 3 , 78 , 49 , 399 ," 1,724 ", 245 ," 1,355 ", 124 
,,100.0%, 730 , 5 , 135 , 56 , 534 ," 3,549 ", 423 ," 2,938 ", 188 
,,,225.9,1.5,41.8,17.3,165.3,"1,098.4",130.9,909.3,58.2
"Greensboro-High Point, NC M.S.A.3",,"772,854", ,,,,, ,,,
,,,,,,,,,,,
,,"298,025"," 2,440 ", 43 , 113 , 621 ," 1,663 "," 10,994 "," 2,215 "," 7,792 ", 987 
,,"113,307", 828 , 19 , 44 , 133 , 632 ," 3,726 ", 621 ," 2,705 ", 400 
,,81.4%," 3,738 ", 69 , 216 , 825 ," 2,628 "," 18,073 "," 3,793 "," 12,660 "," 1,620 "
,,100.0%," 4,098 ", 75 , 255 , 876 ," 2,892 "," 20,835 "," 4,473 "," 14,540 "," 1,822 "
,,,530.2,9.7,33.0,113.3,374.2,"2,695.9",578.8,"1,881.3",235.7
"Greenville, NC M.S.A.3",,"181,242", ,,,,, ,,,
,,,,,,,,,,,
,,"94,193", 437 , 5 , 17 , 94 , 321 ," 2,837 ", 415 ," 2,308 ", 114 
,,96.3%, 630 , 8 , 34 , 131 , 457 ," 4,165 ", 806 ," 3,176 ", 183 
,,100.0%, 657 , 8 , 37 , 135 , 477 ," 4,383 ", 852 ," 3,335 ", 196 
,,,362.5,4.4,20.4,74.5,263.2,"2,418.3",470.1,"1,840.1",108.1
"Gulfport-Biloxi, MS M.S.A.3",,"417,585",,,,,,,,,
,,,,,,,,,,,
,,"72,383", 236 , 12 , 25 , 65 , 134 ," 3,492 ", 419 ," 2,805 ", 268 
,,"46,185", 188 , 3 , 35 , 65 , 85 ," 2,663 ", 619 ," 1,877 ", 167 
,,95.3%, 888 , 26 , 152 , 220 , 490 ," 13,273 "," 2,225 "," 9,887 "," 1,161 "
,,100.0%, 924 , 27 , 158 , 228 , 511 ," 13,849 "," 2,300 "," 10,356 "," 1,193 "
